id,gen,sp,ssp,en,rec,cnt,loc,lat,lng,alt,type,url,file,file-name,sono,lic,q,length,time,date,uploaded,also,rmk,bird-seen,playback-used
657299,Poecile,palustris,,Marsh Tit,Christian Bøggild,Denmark,"Viborg, Viborg Municipality, Central Denmark Region",56.4387,9.1822,40,"adult, male, song",//www.xeno-canto.org/657299,//www.xeno-canto.org/657299/download,XC657299-Sumpmejse (Poecile palustris) Mstd_200307-1512.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/DJPZGYTAWH/ffts/XC657299-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/DJPZGYTAWH/ffts/XC657299-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/DJPZGYTAWH/ffts/XC657299-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/DJPZGYTAWH/ffts/XC657299-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:58,15:12,2020-03-07,2021-06-17,[''],"Bird perched in between the branches of a low bush.
High-pass filtering @2000Hz and additional @450Hz.",yes,no
656305,Poecile,palustris,,Marsh Tit,Domagoj Tomičić,Croatia,"Mala Kopanica, Općina Velika Kopanica, Brodsko-posavska županija",45.1377,18.3595,80,"adult, song",//www.xeno-canto.org/656305,//www.xeno-canto.org/656305/download,XC656305-crnoglava pjev doma.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/QWNVSAPPFP/ffts/XC656305-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/QWNVSAPPFP/ffts/XC656305-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/QWNVSAPPFP/ffts/XC656305-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/QWNVSAPPFP/ffts/XC656305-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:08,10:00,2021-04-05,2021-06-13,[''],,no,no
655596,Poecile,palustris,,Marsh Tit,Byoungsoon Jang,South Korea,"Gunsan, Jeollabuk-do",35.9229,126.7515,30,"male, song",//www.xeno-canto.org/655596,//www.xeno-canto.org/655596/download,XC655596-marsh tit 210610_05.30(Gunsan-Cheongam).mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/RVLNPQSYVW/ffts/XC655596-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/RVLNPQSYVW/ffts/XC655596-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/RVLNPQSYVW/ffts/XC655596-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/RVLNPQSYVW/ffts/XC655596-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:17,05:30,2021-06-10,2021-06-10,[''],,no,no
655151,Poecile,palustris,,Marsh Tit,Grzegorz Lorek,Poland,"Poznań, Poznań, Wielkopolskie",52.4863,16.8948,150,"adult, call, sex uncertain",//www.xeno-canto.org/655151,//www.xeno-canto.org/655151/download,XC655151-morasko4.ZOOM0026.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/JXZFXAZWHY/ffts/XC655151-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/JXZFXAZWHY/ffts/XC655151-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/JXZFXAZWHY/ffts/XC655151-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/JXZFXAZWHY/ffts/XC655151-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:00,18:36,2020-05-23,2021-06-07,"['Dendrocopos major', 'Erithacus rubecula', 'Phylloscopus sibilatrix', 'Turdus merula', 'Fringilla coelebs', 'Garrulus glandarius']",Deciduous forest at the outskirts of the big city. No edit. Recorder Zoom H1.,yes,no
651490,Poecile,palustris,,Marsh Tit,Mats Olsson,Sweden,"Karlshamn Municipality, Blekinge län",56.2579,14.9615,30,"adult, male, song",//www.xeno-canto.org/651490,//www.xeno-canto.org/651490/download,XC651490-Entita (Poecile palustris) sång_Kvallåkragölen_2021-04-28.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/JLAUXQLBHR/ffts/XC651490-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/JLAUXQLBHR/ffts/XC651490-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/JLAUXQLBHR/ffts/XC651490-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/JLAUXQLBHR/ffts/XC651490-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:58,10:30,2021-04-28,2021-05-24,[''],Fågeln sjöng i revir i sälgbuskage intill våtmark.,yes,no
649877,Poecile,palustris,,Marsh Tit,Joost van Bruggen,Netherlands,Planken Wambuis,52.0663,5.7495,50,"adult, male, song",//www.xeno-canto.org/649877,//www.xeno-canto.org/649877/download,"XC649877-Glanskop, zang, Planken Wambuis, 210421, 0646 uur.mp3","{'small': '//www.xeno-canto.org/sounds/uploaded/RNMRWBXEZJ/ffts/XC649877-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/RNMRWBXEZJ/ffts/XC649877-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/RNMRWBXEZJ/ffts/XC649877-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/RNMRWBXEZJ/ffts/XC649877-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,2:19,06:46,2021-04-21,2021-05-19,"['Fringilla coelebs', 'Certhia brachydactyla', 'Dendrocopos major', 'Cyanistes caeruleus']",,yes,no
646085,Poecile,palustris,,Marsh Tit,Christian Bøggild,Denmark,"Viborg, Viborg Municipality, Central Denmark Region",56.4388,9.182,40,"adult, male, song",//www.xeno-canto.org/646085,//www.xeno-canto.org/646085/download,XC646085-Sumpmejse (Poecile palustris) Topbjerg (Matr) 210315-1547 sang.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/DJPZGYTAWH/ffts/XC646085-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/DJPZGYTAWH/ffts/XC646085-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/DJPZGYTAWH/ffts/XC646085-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/DJPZGYTAWH/ffts/XC646085-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:42,15:47,2021-03-15,2021-05-06,[''],Bird perched in lower branches of a larch (<2 m.).,yes,no
643987,Poecile,palustris,,Marsh Tit,Domagoj Tomičić,Croatia,"Klokočevik, Općina Garčin, Brodsko-posavska županija",45.2213,18.1892,200,"adult, call",//www.xeno-canto.org/643987,//www.xeno-canto.org/643987/download,XC643987-crnoglava s (online-audio-converter.com).mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/QWNVSAPPFP/ffts/XC643987-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/QWNVSAPPFP/ffts/XC643987-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/QWNVSAPPFP/ffts/XC643987-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/QWNVSAPPFP/ffts/XC643987-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:32,09:00,2021-04-30,2021-04-30,"['Fringilla coelebs', 'Turdus viscivorus', 'Parus major']",high pass filter,yes,no
642528,Poecile,palustris,,Marsh Tit,Brian Elwell,France,"Marval, Haute-Vienne, Nouvelle-Aquitaine",45.628,0.7966,340,"adult, male, song",//www.xeno-canto.org/642528,//www.xeno-canto.org/642528/download,XC642528-Marsh tit.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/GDLTYMZTZV/ffts/XC642528-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/GDLTYMZTZV/ffts/XC642528-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/GDLTYMZTZV/ffts/XC642528-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/GDLTYMZTZV/ffts/XC642528-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:04,11:00,2021-03-30,2021-04-25,[''],In deciduous woods. Bird in tree directly above.,yes,no
642269,Poecile,palustris,,Marsh Tit,Beatrix Saadi-Varchmin,Germany,"Egelsee, hi. Toteisloch, b. Memming  (near  Hofstetten),  Landsberg am Lech, Oberbayern, Bayern",47.9921,10.9651,650,"male, so called ""Klappern"", song",//www.xeno-canto.org/642269,//www.xeno-canto.org/642269/download,"XC642269-SUMPFMEISE, Klappern  1.4.2014  Egelsee   8_06  VOC_140401-0213.mp3","{'small': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC642269-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC642269-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC642269-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC642269-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:24,08:06,2014-04-01,2021-04-24,['Turdus merula'],,yes,no
641895,Poecile,palustris,,Marsh Tit,Shaun Micklewright,United Kingdom,"Great Britain (near  Bewdley), Worcestershire, England",52.3843,-2.3285,40,"adult, call, sex uncertain",//www.xeno-canto.org/641895,//www.xeno-canto.org/641895/download,XC641895-MARTIWYR.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/OBYJMMWCHG/ffts/XC641895-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/OBYJMMWCHG/ffts/XC641895-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/OBYJMMWCHG/ffts/XC641895-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/OBYJMMWCHG/ffts/XC641895-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:19,14:30,2021-04-23,2021-04-23,[''],Recorded on iphone. Two birds present calling from broad leaved woodland.,yes,no
640857,Poecile,palustris,,Marsh Tit,Stephan Risch,Germany,"Berlin, Spandau Forest",52.585,13.1769,30,"adult, song",//www.xeno-canto.org/640857,//www.xeno-canto.org/640857/download,XC640857-210330_3008 0956 Sumpfmeise. D. B. Spandauer Forst. Stephan Risch.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/TFOGOENSTQ/ffts/XC640857-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/TFOGOENSTQ/ffts/XC640857-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/TFOGOENSTQ/ffts/XC640857-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/TFOGOENSTQ/ffts/XC640857-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:24,09:56,2021-00-30,2021-04-20,['Fringilla coelebs'],,no,no
640725,Poecile,palustris,,Marsh Tit,Micha Luhn,Germany,"Mecklenburg-Vorpommern (near  Greifswald), Mecklenburg-Vorpommern",54.1152,13.4259,0,"adult, female, male, song",//www.xeno-canto.org/640725,//www.xeno-canto.org/640725/download,XC640725-Poecile_palustris_A_ML_HP1000Hz12dB_210419_0094_0095.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/YSPYKACHLO/ffts/XC640725-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/YSPYKACHLO/ffts/XC640725-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/YSPYKACHLO/ffts/XC640725-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/YSPYKACHLO/ffts/XC640725-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,3:03,17:00,2021-04-19,2021-04-20,"['Fringilla coelebs', 'Anser anser', 'Chroicocephalus ridibundus']","The couple was in courtship in poplar trees. 
Tascam DR-100 MKiii + 40cm parabolic mic;
The pause @2:25 is in reality about 20s;
wav: 48kHz 24bit; 3m03s;
mp3: 320kbps; HP 1000Hz 12dB; 3m03s;",yes,no
640537,Poecile,palustris,,Marsh Tit,Beatrix Saadi-Varchmin,Germany,"Hagenheim Wald N,   Bavaria (near  Hofstetten), Landsberg/L.  Oberbayern, Bayern",47.9999,10.9433,700,song,//www.xeno-canto.org/640537,//www.xeno-canto.org/640537/download,"XC640537-SUMPFMEISE, Gesangsstrophe 1 (1)  18.04.2021  Feldmark N  6_09   ZOOM0076Tr34  aus  LZ.mp3","{'small': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC640537-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC640537-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC640537-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC640537-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:45,06:09,2021-04-18,2021-04-19,"['Turdus merula', 'Turdus philomelos', 'Parus major']",long series of strophetype 1 early in the morning,no,no
640526,Poecile,palustris,,Marsh Tit,Beatrix Saadi-Varchmin,Germany,"Hagenheim Wald N,   Bavaria (near  Hofstetten), Landsberg/L.  Oberbayern, Bayern",47.9999,10.9433,700,"adult, male, song",//www.xeno-canto.org/640526,//www.xeno-canto.org/640526/download,"XC640526-SUMPFMEISE, Gesangsstrophe 2  18.04.2021  Feldmark N  6_09   ZOOM0076Tr34  aus  LZ.mp3","{'small': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC640526-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC640526-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC640526-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC640526-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:52,06:09,2021-04-18,2021-04-19,"['Turdus philomelos', 'Turdus merula', 'Erithacus rubecula', 'Cyanistes caeruleus']","strophetype 2  (faster), at the beginningtwo  strophes of type 2",no,no
640524,Poecile,palustris,,Marsh Tit,Beatrix Saadi-Varchmin,Germany,"Hagenheim Wald N,   Bavaria (near  Hofstetten), Landsberg/L.  Oberbayern, Bayern",47.9999,10.9433,700,"adult, male, song",//www.xeno-canto.org/640524,//www.xeno-canto.org/640524/download,"XC640524-SUMPFMEISE, Gesangsstrophe 1 (2)  18.04.2021  Feldmark N  6_09   ZOOM0076Tr34  aus  LZ.mp3","{'small': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC640524-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC640524-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC640524-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC640524-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,4:16,06:09,2021-04-18,2021-04-19,"['Turdus philomelos', 'Turdus merula', 'Fringilla coelebs', 'Sitta europaea', 'Corvus corone', 'Parus major', 'Periparus ater']","strophetype 1, last both strophes type 2 (faster)",no,no
640521,Poecile,palustris,,Marsh Tit,Beatrix Saadi-Varchmin,Germany,"Hagenheim Wald N,   Bavaria (near  Hofstetten), Landsberg/L.  Oberbayern, Bayern",47.9999,10.9433,700,"adult, alarm call, sex uncertain",//www.xeno-canto.org/640521,//www.xeno-canto.org/640521/download,"XC640521-SUMPFMEISE, Alarm2  18.04.2021  Feldmark N  6_09   ZOOM0076Tr34  aus  LZ.mp3","{'small': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC640521-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC640521-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC640521-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC640521-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:49,06:09,2021-04-18,2021-04-19,"['Turdus philomelos', 'Turdus merula', 'Parus major', 'Corvus corone']",long series of alarm calls early in the morning,no,no
640520,Poecile,palustris,,Marsh Tit,Beatrix Saadi-Varchmin,Germany,"Hagenheim Wald N,   Bavaria (near  Hofstetten), Landsberg/L.  Oberbayern, Bayern",47.9999,10.9433,700,"adult, alarm call, sex uncertain",//www.xeno-canto.org/640520,//www.xeno-canto.org/640520/download,"XC640520-SUMPFMEISE, Alarm1  18.04.2021  Feldmark N  6_09   ZOOM0076Tr34  aus  LZ-01.mp3","{'small': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC640520-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC640520-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC640520-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC640520-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:46,06:09,2021-04-18,2021-04-19,"['Turdus philomelos', 'Turdus merula', 'Parus major']",long series of alarm calls early in the morning,no,no
639841,Poecile,palustris,palustris,Marsh Tit,Albert Noorlander,Netherlands,"Lage Vuursche, Baarn, Utrecht",52.1847,5.2375,10,song,//www.xeno-canto.org/639841,//www.xeno-canto.org/639841/download,XC639841-Glanskop 20210417-01a.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/LIGVVFZJTW/ffts/XC639841-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/LIGVVFZJTW/ffts/XC639841-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/LIGVVFZJTW/ffts/XC639841-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/LIGVVFZJTW/ffts/XC639841-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:06,06:45,2021-04-17,2021-04-17,[''],,no,no
639561,Poecile,palustris,,Marsh Tit,Susanne Kuijpers,Netherlands,"Kijfhoek en Bierlap (near  Wassenaar), Wassenaar, Zuid-Holland",52.1336,4.3458,10,"adult, call",//www.xeno-canto.org/639561,//www.xeno-canto.org/639561/download,XC639561-210416_6700 Glanskop Meijendel.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/IZVNKUBNLN/ffts/XC639561-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/IZVNKUBNLN/ffts/XC639561-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/IZVNKUBNLN/ffts/XC639561-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/IZVNKUBNLN/ffts/XC639561-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:21,07:59,2021-04-16,2021-04-16,[''],,yes,no
