,name,label
7889,warblrb10k_public\warblrb10k_public_wav\wav\bird\fadee0f7-4962-4c8c-889e.wav,0
6259,warblrb10k_public\warblrb10k_public_wav\wav\bird\b633e6b4-8392-4fec-9495.wav,0
2664,warblrb10k_public\warblrb10k_public_wav\wav\bird\1f453430-7958-4e1e-ab89.wav,0
6571,warblrb10k_public\warblrb10k_public_wav\wav\bird\c2887c49-2d20-43a3-8bb5.wav,0
1655,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\dd38e448-4bb0-462f-bc36.wav,1
1369,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\b8c37f3e-ea28-469f-80de.wav,1
5084,warblrb10k_public\warblrb10k_public_wav\wav\bird\84c4ccf0-51af-498d-91b6.wav,0
7314,warblrb10k_public\warblrb10k_public_wav\wav\bird\e1cbc06a-0bb3-4ff0-95df.wav,0
4648,warblrb10k_public\warblrb10k_public_wav\wav\bird\7177df96-5504-4e28-81bf.wav,0
6306,warblrb10k_public\warblrb10k_public_wav\wav\bird\b7f602e7-666e-4367-a289.wav,0
7752,warblrb10k_public\warblrb10k_public_wav\wav\bird\f56a6a19-004b-40ab-84d5.wav,0
3655,warblrb10k_public\warblrb10k_public_wav\wav\bird\476db18e-35b0-40c3-a069.wav,0
6491,warblrb10k_public\warblrb10k_public_wav\wav\bird\bf7b6bf9-7d42-4d58-b631.wav,0
5403,warblrb10k_public\warblrb10k_public_wav\wav\bird\9225b213-39d1-4c0d-b71b.wav,0
2795,warblrb10k_public\warblrb10k_public_wav\wav\bird\2462302a-74fb-4849-8321.wav,0
3121,warblrb10k_public\warblrb10k_public_wav\wav\bird\329e9141-bfac-4805-aef0.wav,0
1807,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\f00ea37a-2dfe-4c16-af80.wav,1
2870,warblrb10k_public\warblrb10k_public_wav\wav\bird\27bbe9c9-e5e3-48af-94a7.wav,0
1769,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\eba2bf6f-7765-44f6-bfc5.wav,1
3061,warblrb10k_public\warblrb10k_public_wav\wav\bird\30a139b3-f592-4ab5-b6df.wav,0
3166,warblrb10k_public\warblrb10k_public_wav\wav\bird\34508a17-6bea-4d4e-8c1b.wav,0
7068,warblrb10k_public\warblrb10k_public_wav\wav\bird\d67ed72d-b271-4221-bebc.wav,0
7139,warblrb10k_public\warblrb10k_public_wav\wav\bird\d9aa1324-be8a-4791-8512.wav,0
5024,warblrb10k_public\warblrb10k_public_wav\wav\bird\81e96b2c-341a-4927-9b2d.wav,0
3074,warblrb10k_public\warblrb10k_public_wav\wav\bird\30fd2311-e9a7-4d3a-b9cd.wav,0
4484,warblrb10k_public\warblrb10k_public_wav\wav\bird\69bdba59-26fa-49e3-8c03.wav,0
2218,warblrb10k_public\warblrb10k_public_wav\wav\bird\0b2f797b-ce21-4953-95d6.wav,0
6966,warblrb10k_public\warblrb10k_public_wav\wav\bird\d23fe2ab-4468-4407-96d0.wav,0
6785,warblrb10k_public\warblrb10k_public_wav\wav\bird\cb218a5d-c1cd-4bd5-a0aa.wav,0
7846,warblrb10k_public\warblrb10k_public_wav\wav\bird\f8e5049f-0613-4051-9f9a.wav,0
6361,warblrb10k_public\warblrb10k_public_wav\wav\bird\babd558e-d044-4347-8671.wav,0
7309,warblrb10k_public\warblrb10k_public_wav\wav\bird\e1a6b9d0-1a13-44cd-b148.wav,0
377,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\34a57d29-e59f-453d-92af.wav,1
2388,warblrb10k_public\warblrb10k_public_wav\wav\bird\12d6bba4-5a15-4e91-ac2d.wav,0
2391,warblrb10k_public\warblrb10k_public_wav\wav\bird\12fe01de-9b76-4fcd-9b7b.wav,0
5826,warblrb10k_public\warblrb10k_public_wav\wav\bird\a4312114-7346-4790-a41b.wav,0
5678,warblrb10k_public\warblrb10k_public_wav\wav\bird\9d96319c-e394-40b2-8062.wav,0
6242,warblrb10k_public\warblrb10k_public_wav\wav\bird\b587ad04-b97a-40e5-aa6f.wav,0
475,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\41e55d16-bfa8-43ed-9878.wav,1
7052,warblrb10k_public\warblrb10k_public_wav\wav\bird\d61ae82b-b8f4-4ec0-a0e6.wav,0
6069,warblrb10k_public\warblrb10k_public_wav\wav\bird\aed18549-d1ff-43c0-a53a.wav,0
7022,warblrb10k_public\warblrb10k_public_wav\wav\bird\d4a38bd0-7cb2-4614-b975.wav,0
3337,warblrb10k_public\warblrb10k_public_wav\wav\bird\3ae47977-c9e4-4035-b729.wav,0
5027,warblrb10k_public\warblrb10k_public_wav\wav\bird\82000be2-7e21-4f3e-9b5d.wav,0
7823,warblrb10k_public\warblrb10k_public_wav\wav\bird\f7fa5bd6-ff28-4402-945d.wav,0
6128,warblrb10k_public\warblrb10k_public_wav\wav\bird\b0e42317-2723-4a52-a473.wav,0
1067,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\9348acd9-43bb-4c0d-a3ec.wav,1
5819,warblrb10k_public\warblrb10k_public_wav\wav\bird\a3b5b661-465e-4bda-b932.wav,0
5103,warblrb10k_public\warblrb10k_public_wav\wav\bird\85e1eaf8-4e9a-46e0-a6bc.wav,0
1895,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\f8f21a26-6772-463e-9c4e.wav,1
6051,warblrb10k_public\warblrb10k_public_wav\wav\bird\ae1d9dbd-36b4-43f9-9051.wav,0
4202,warblrb10k_public\warblrb10k_public_wav\wav\bird\5e03ca83-2215-40ac-87b5.wav,0
3233,warblrb10k_public\warblrb10k_public_wav\wav\bird\36c7ce63-ae0e-4ecb-ba24.wav,0
5005,warblrb10k_public\warblrb10k_public_wav\wav\bird\810be8c8-af13-4611-8551.wav,0
1527,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\ccc60cc1-54f8-418d-829e.wav,1
61,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\0812fe9c-0a4d-461f-a3cc.wav,1
7295,warblrb10k_public\warblrb10k_public_wav\wav\bird\e110f6fb-7823-4576-8f72.wav,0
4474,warblrb10k_public\warblrb10k_public_wav\wav\bird\695f88a2-f350-4bf0-be91.wav,0
5524,warblrb10k_public\warblrb10k_public_wav\wav\bird\96e972fd-2be0-4274-886d.wav,0
1642,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\dbf04025-62e6-49ed-8c10.wav,1
4481,warblrb10k_public\warblrb10k_public_wav\wav\bird\699b7d90-0676-4921-a9aa.wav,0
4379,warblrb10k_public\warblrb10k_public_wav\wav\bird\65bcc251-f894-49df-8f4e.wav,0
743,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\673e76dd-06a4-4bc4-aab5.wav,1
2227,warblrb10k_public\warblrb10k_public_wav\wav\bird\0b865977-0276-47c1-b492.wav,0
3853,warblrb10k_public\warblrb10k_public_wav\wav\bird\4f6a552f-351d-456c-b990.wav,0
1986,warblrb10k_public\warblrb10k_public_wav\wav\bird\016c7028-2512-4cc4-a387.wav,0
3073,warblrb10k_public\warblrb10k_public_wav\wav\bird\30f22b70-e96b-4618-b5db.wav,0
5034,warblrb10k_public\warblrb10k_public_wav\wav\bird\8243ada4-1752-42ef-a62f.wav,0
7712,warblrb10k_public\warblrb10k_public_wav\wav\bird\f3d4077f-7d69-4e30-bb8f.wav,0
2315,warblrb10k_public\warblrb10k_public_wav\wav\bird\0f538684-2eb4-4cab-9217.wav,0
7989,warblrb10k_public\warblrb10k_public_wav\wav\bird\ff9de4d0-1d80-4c58-96b5.wav,0
7346,warblrb10k_public\warblrb10k_public_wav\wav\bird\e3869e15-1038-4922-b713.wav,0
7840,warblrb10k_public\warblrb10k_public_wav\wav\bird\f8b527a3-1841-4645-ad9f.wav,0
7830,warblrb10k_public\warblrb10k_public_wav\wav\bird\f8458f02-0654-47da-8e38.wav,0
3208,warblrb10k_public\warblrb10k_public_wav\wav\bird\36047970-7577-43b1-a18e.wav,0
7822,warblrb10k_public\warblrb10k_public_wav\wav\bird\f7d5f3c1-a4d9-4227-b13a.wav,0
2716,warblrb10k_public\warblrb10k_public_wav\wav\bird\21726585-15b5-42e6-b440.wav,0
49,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\0635fe27-c51f-47a8-ad00.wav,1
733,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\65a2cd02-7138-472f-b24c.wav,1
413,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\390a0481-d556-4541-be45.wav,1
7694,warblrb10k_public\warblrb10k_public_wav\wav\bird\f31759e7-6815-4c8b-91d2.wav,0
1870,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\f6b169e0-8c04-413c-95d4.wav,1
6570,warblrb10k_public\warblrb10k_public_wav\wav\bird\c283f431-dfa5-4efe-8b1c.wav,0
2408,warblrb10k_public\warblrb10k_public_wav\wav\bird\1394b77a-d7d7-4c89-a6f0.wav,0
2876,warblrb10k_public\warblrb10k_public_wav\wav\bird\2828d609-cedc-4e40-b068.wav,0
7868,warblrb10k_public\warblrb10k_public_wav\wav\bird\f9e7fde4-1892-42ad-b679.wav,0
6271,warblrb10k_public\warblrb10k_public_wav\wav\bird\b6a6d901-c913-4abf-875c.wav,0
7095,warblrb10k_public\warblrb10k_public_wav\wav\bird\d7ac6681-6682-4ca0-a9fd.wav,0
6289,warblrb10k_public\warblrb10k_public_wav\wav\bird\b75fa0e9-cea4-4f20-ad21.wav,0
7027,warblrb10k_public\warblrb10k_public_wav\wav\bird\d4f800f0-f981-444b-b2e6.wav,0
4389,warblrb10k_public\warblrb10k_public_wav\wav\bird\6621be44-4d80-4f9a-a834.wav,0
5368,warblrb10k_public\warblrb10k_public_wav\wav\bird\90913616-e051-4b1b-9066.wav,0
7853,warblrb10k_public\warblrb10k_public_wav\wav\bird\f9462250-c7a1-42d5-8e65.wav,0
2325,warblrb10k_public\warblrb10k_public_wav\wav\bird\0fed552e-e9b3-41ef-bffd.wav,0
3502,warblrb10k_public\warblrb10k_public_wav\wav\bird\4196639b-1a41-4c0b-9134.wav,0
6500,warblrb10k_public\warblrb10k_public_wav\wav\bird\bfee5f94-ed1d-48da-9681.wav,0
7179,warblrb10k_public\warblrb10k_public_wav\wav\bird\db833a53-23f4-4001-a93e.wav,0
3547,warblrb10k_public\warblrb10k_public_wav\wav\bird\4344916a-8ecd-4f2d-b55c.wav,0
1660,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\de2d6896-d66f-47fe-904e.wav,1
14,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\021cda8e-8de1-4738-9068.wav,1
2222,warblrb10k_public\warblrb10k_public_wav\wav\bird\0b6ca499-194a-4c57-99fb.wav,0
7154,warblrb10k_public\warblrb10k_public_wav\wav\bird\da4403f1-07bc-4d68-890f.wav,0
6796,warblrb10k_public\warblrb10k_public_wav\wav\bird\cb91cda6-225e-4068-9a1d.wav,0
6185,warblrb10k_public\warblrb10k_public_wav\wav\bird\b34152ee-797a-4f42-a919.wav,0
5934,warblrb10k_public\warblrb10k_public_wav\wav\bird\a86d70db-4613-48ba-9edf.wav,0
5185,warblrb10k_public\warblrb10k_public_wav\wav\bird\894fa4c7-fc14-4f0d-881e.wav,0
5863,warblrb10k_public\warblrb10k_public_wav\wav\bird\a57c4ccc-0278-425c-a9e4.wav,0
1442,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\c10f0e00-c966-4901-a12d.wav,1
732,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\656b5524-0bd4-41bb-a816.wav,1
2668,warblrb10k_public\warblrb10k_public_wav\wav\bird\1f825454-f094-47c0-9a46.wav,0
7035,warblrb10k_public\warblrb10k_public_wav\wav\bird\d561415f-cdef-430a-bb10.wav,0
4436,warblrb10k_public\warblrb10k_public_wav\wav\bird\682c2622-f3fc-4ecc-b616.wav,0
959,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\837f0bcd-ae19-46d9-b523.wav,1
4063,warblrb10k_public\warblrb10k_public_wav\wav\bird\58cbf8da-a761-44ee-aa27.wav,0
5895,warblrb10k_public\warblrb10k_public_wav\wav\bird\a6f4ad28-b7d2-440b-97f5.wav,0
253,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\245ae2ba-7f12-4367-aa2d.wav,1
1619,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\d8d844ad-492d-4c21-85b7.wav,1
7552,warblrb10k_public\warblrb10k_public_wav\wav\bird\ecdaed53-b610-4d06-a75a.wav,0
1311,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\b0cefd33-1196-4f50-a7ac.wav,1
507,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\45954508-b6e5-47ea-80ac.wav,1
7920,warblrb10k_public\warblrb10k_public_wav\wav\bird\fca9d8ff-adf2-49f6-b9dc.wav,0
24,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\03461648-751c-4e6f-8804.wav,1
2036,warblrb10k_public\warblrb10k_public_wav\wav\bird\037a6d98-42e5-4515-961f.wav,0
6575,warblrb10k_public\warblrb10k_public_wav\wav\bird\c2d67671-62ec-4659-a259.wav,0
7972,warblrb10k_public\warblrb10k_public_wav\wav\bird\ff264b32-ee67-4098-abbb.wav,0
935,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\8013c55d-1e4b-4ac4-9eda.wav,1
1184,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\a0da5766-162e-43bd-9410.wav,1
2931,warblrb10k_public\warblrb10k_public_wav\wav\bird\2ae9b971-5617-45ae-a1f4.wav,0
7960,warblrb10k_public\warblrb10k_public_wav\wav\bird\febe39f8-641f-42e1-ab24.wav,0
6939,warblrb10k_public\warblrb10k_public_wav\wav\bird\d0f55232-9963-42e4-85ff.wav,0
1973,warblrb10k_public\warblrb10k_public_wav\wav\bird\00cc9afb-40da-4ca3-a4fe.wav,0
1938,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\fcb61b65-9a14-4add-9741.wav,1
3306,warblrb10k_public\warblrb10k_public_wav\wav\bird\396ff8f7-16ef-4aa9-8fde.wav,0
3101,warblrb10k_public\warblrb10k_public_wav\wav\bird\31ea6623-5604-48d2-9a02.wav,0
1549,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\cf633db5-a66d-4813-a047.wav,1
553,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\4aa6a284-ed8a-4f72-a1b1.wav,1
3639,warblrb10k_public\warblrb10k_public_wav\wav\bird\46db5468-7c19-425f-96f7.wav,0
345,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\30499ec4-5a68-4e9e-851c.wav,1
5293,warblrb10k_public\warblrb10k_public_wav\wav\bird\8d5140fa-cc63-4ae8-81c9.wav,0
6646,warblrb10k_public\warblrb10k_public_wav\wav\bird\c5e49bcd-b0b1-46ea-b403.wav,0
7498,warblrb10k_public\warblrb10k_public_wav\wav\bird\eabe4eb2-180c-4b38-8f9d.wav,0
7650,warblrb10k_public\warblrb10k_public_wav\wav\bird\f1419e29-094b-45b3-ae88.wav,0
6645,warblrb10k_public\warblrb10k_public_wav\wav\bird\c5ddbfe2-8dca-444f-bfcf.wav,0
3046,warblrb10k_public\warblrb10k_public_wav\wav\bird\2fff4086-5870-4504-b363.wav,0
2276,warblrb10k_public\warblrb10k_public_wav\wav\bird\0d8d91c8-a985-47b5-b6f8.wav,0
454,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\3f24b1b2-0a27-49d2-8549.wav,1
6040,warblrb10k_public\warblrb10k_public_wav\wav\bird\ada27f50-2d65-48ce-b513.wav,0
2713,warblrb10k_public\warblrb10k_public_wav\wav\bird\215b36c5-05b5-4707-97e5.wav,0
2489,warblrb10k_public\warblrb10k_public_wav\wav\bird\171b261e-cb89-48e8-b100.wav,0
6790,warblrb10k_public\warblrb10k_public_wav\wav\bird\cb512ece-8c89-45e8-b439.wav,0
3698,warblrb10k_public\warblrb10k_public_wav\wav\bird\494bb35c-ba42-463d-ac3c.wav,0
1310,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\b0c13db9-ce3d-443d-8ac0.wav,1
6121,warblrb10k_public\warblrb10k_public_wav\wav\bird\b09ba18b-ca19-4e6c-bc3b.wav,0
5408,warblrb10k_public\warblrb10k_public_wav\wav\bird\925825eb-73e0-4171-b1df.wav,0
2187,warblrb10k_public\warblrb10k_public_wav\wav\bird\0a42af88-f61a-4504-9ba2.wav,0
5332,warblrb10k_public\warblrb10k_public_wav\wav\bird\8ef7c879-c9bf-4702-b6a2.wav,0
4661,warblrb10k_public\warblrb10k_public_wav\wav\bird\71d04c85-17bd-4612-853a.wav,0
4308,warblrb10k_public\warblrb10k_public_wav\wav\bird\63161e17-bcdc-49cd-8b21.wav,0
2407,warblrb10k_public\warblrb10k_public_wav\wav\bird\1387c3ca-2f57-4e21-a07e.wav,0
3345,warblrb10k_public\warblrb10k_public_wav\wav\bird\3b45d2c2-9c62-4d8e-b9e0.wav,0
3766,warblrb10k_public\warblrb10k_public_wav\wav\bird\4bcf45c6-4697-42fd-b4bc.wav,0
2230,warblrb10k_public\warblrb10k_public_wav\wav\bird\0b9fb0ec-a78e-4f4a-9545.wav,0
6548,warblrb10k_public\warblrb10k_public_wav\wav\bird\c1b31533-a6df-49d3-91b7.wav,0
5413,warblrb10k_public\warblrb10k_public_wav\wav\bird\928a1494-4da5-4a02-8193.wav,0
3414,warblrb10k_public\warblrb10k_public_wav\wav\bird\3dc4851f-61ab-4bf6-80b3.wav,0
7798,warblrb10k_public\warblrb10k_public_wav\wav\bird\f72e2d44-a874-4313-8a09.wav,0
2871,warblrb10k_public\warblrb10k_public_wav\wav\bird\27d1f774-c239-4810-926f.wav,0
5587,warblrb10k_public\warblrb10k_public_wav\wav\bird\997eb314-8a6b-428a-8e1f.wav,0
7045,warblrb10k_public\warblrb10k_public_wav\wav\bird\d5d4bb9f-e5e3-48a5-9bff.wav,0
6413,warblrb10k_public\warblrb10k_public_wav\wav\bird\bc4c24ac-727b-4e02-80b3.wav,0
1155,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\9d41b1d9-fed4-4a00-8354.wav,1
2084,warblrb10k_public\warblrb10k_public_wav\wav\bird\05d313ab-b99d-48f0-8243.wav,0
1904,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\f958b3ad-6d36-4239-9fa0.wav,1
7391,warblrb10k_public\warblrb10k_public_wav\wav\bird\e5db11ad-3a0f-4be2-b6eb.wav,0
2609,warblrb10k_public\warblrb10k_public_wav\wav\bird\1d1bb98a-1fdb-4c96-ab59.wav,0
7014,warblrb10k_public\warblrb10k_public_wav\wav\bird\d44d5c6a-a91c-4f70-a952.wav,0
5969,warblrb10k_public\warblrb10k_public_wav\wav\bird\aa3095d6-eb69-498d-80e3.wav,0
2857,warblrb10k_public\warblrb10k_public_wav\wav\bird\2720e30d-d85a-43bb-ba65.wav,0
4704,warblrb10k_public\warblrb10k_public_wav\wav\bird\7462011d-17da-436a-a59a.wav,0
3813,warblrb10k_public\warblrb10k_public_wav\wav\bird\4dd3ed2c-df0f-478c-8ef0.wav,0
6847,warblrb10k_public\warblrb10k_public_wav\wav\bird\cd7ed62b-ad0a-4cb9-8335.wav,0
4425,warblrb10k_public\warblrb10k_public_wav\wav\bird\67a3b4c7-86bc-4e76-9940.wav,0
7801,warblrb10k_public\warblrb10k_public_wav\wav\bird\f74de7f6-22f1-4bbb-90f7.wav,0
1418,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\be542adf-afa6-4e65-9357.wav,1
960,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\83ef421f-72e6-4f62-b864.wav,1
1789,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\ede6fab2-c15b-460b-835c.wav,1
1089,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\9598c350-a88f-42ef-bfb9.wav,1
3660,warblrb10k_public\warblrb10k_public_wav\wav\bird\4795a216-f0cf-478a-92f3.wav,0
6384,warblrb10k_public\warblrb10k_public_wav\wav\bird\bb7ad569-92cf-428a-aad8.wav,0
4471,warblrb10k_public\warblrb10k_public_wav\wav\bird\694c8aa8-bbea-4664-90dc.wav,0
7837,warblrb10k_public\warblrb10k_public_wav\wav\bird\f8a365f1-cf33-4bdc-8cf3.wav,0
1270,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\abe311ea-e17b-4328-a86c.wav,1
6458,warblrb10k_public\warblrb10k_public_wav\wav\bird\be67262a-cfd5-4746-a8cf.wav,0
5462,warblrb10k_public\warblrb10k_public_wav\wav\bird\945b6169-cc1e-4e71-8fae.wav,0
4010,warblrb10k_public\warblrb10k_public_wav\wav\bird\561f42e8-ae53-406b-a7db.wav,0
7277,warblrb10k_public\warblrb10k_public_wav\wav\bird\dfff8588-51a3-4508-b96e.wav,0
6501,warblrb10k_public\warblrb10k_public_wav\wav\bird\bfef4d0f-8deb-4041-a216.wav,0
6440,warblrb10k_public\warblrb10k_public_wav\wav\bird\bd837309-4777-4707-a9e7.wav,0
6327,warblrb10k_public\warblrb10k_public_wav\wav\bird\b8f5d122-f907-4850-a469.wav,0
3657,warblrb10k_public\warblrb10k_public_wav\wav\bird\477fe6ab-edfb-465f-a98b.wav,0
4907,warblrb10k_public\warblrb10k_public_wav\wav\bird\7c9a2df7-4788-454f-9cda.wav,0
7348,warblrb10k_public\warblrb10k_public_wav\wav\bird\e38f1747-5ef7-46af-b69a.wav,0
7802,warblrb10k_public\warblrb10k_public_wav\wav\bird\f74ed7e6-ff2d-49bb-8f6d.wav,0
3333,warblrb10k_public\warblrb10k_public_wav\wav\bird\3abd9077-2898-4e6f-92ec.wav,0
2829,warblrb10k_public\warblrb10k_public_wav\wav\bird\25c78355-e984-465b-9c6e.wav,0
5393,warblrb10k_public\warblrb10k_public_wav\wav\bird\91ad7d07-1300-4bea-81a7.wav,0
574,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\4db83ad6-2c34-49be-bc3a.wav,1
2632,warblrb10k_public\warblrb10k_public_wav\wav\bird\1e1ade85-72d2-4c85-b428.wav,0
1710,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\e41018a2-a2e7-4a47-a74c.wav,1
1329,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\b2d6490e-7b6d-4504-b256.wav,1
6642,warblrb10k_public\warblrb10k_public_wav\wav\bird\c5ccc399-919a-461c-a5cb.wav,0
5937,warblrb10k_public\warblrb10k_public_wav\wav\bird\a899bca1-a7ce-4ac9-8869.wav,0
908,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\7d15eedc-0bd6-45d3-b844.wav,1
7923,warblrb10k_public\warblrb10k_public_wav\wav\bird\fcc3c7f2-26fc-4982-9d4c.wav,0
6804,warblrb10k_public\warblrb10k_public_wav\wav\bird\cbbde492-b77d-46ac-acc2.wav,0
2010,warblrb10k_public\warblrb10k_public_wav\wav\bird\026eceb5-3e21-4fdc-b6d3.wav,0
2321,warblrb10k_public\warblrb10k_public_wav\wav\bird\0f9b518b-5448-4872-affc.wav,0
6726,warblrb10k_public\warblrb10k_public_wav\wav\bird\c8fee3ea-abde-48d5-9823.wav,0
2971,warblrb10k_public\warblrb10k_public_wav\wav\bird\2c8f487e-8c27-4c6d-9d7e.wav,0
3971,warblrb10k_public\warblrb10k_public_wav\wav\bird\54a04b4b-75b6-49d3-86fb.wav,0
2514,warblrb10k_public\warblrb10k_public_wav\wav\bird\188a58c6-192d-4a0b-9c97.wav,0
4070,warblrb10k_public\warblrb10k_public_wav\wav\bird\58f57333-52d9-453f-a9ed.wav,0
1785,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\ed8d83e5-ae4c-40ad-81fe.wav,1
585,warblrb10k_public\warblrb10k_public_wav\wav\not_bird\4f501b0c-996c-4562-bafb.wav,1
3925,warblrb10k_public\warblrb10k_public_wav\wav\bird\52b361c9-88d2-4e2d-b508.wav,0
2698,warblrb10k_public\warblrb10k_public_wav\wav\bird\20e1cd81-5f16-4078-806d.wav,0
